local_authority_name,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,1/30/2021,-67,-24,-53,-57,-33,16
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,1/31/2021,-64,-23,26,-52,-30,11
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/1/2021,-55,-21,-16,-57,-54,21
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/2/2021,-55,-17,-1,-57,-55,21
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/3/2021,-58,-25,-24,-59,-54,22
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/4/2021,-57,-17,-22,-58,-54,23
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/5/2021,-56,-11,35,-54,-53,22
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/6/2021,-63,-17,-7,-51,-26,14
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/7/2021,-71,-31,-33,-59,-32,13
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/8/2021,-62,-28,0,-57,-58,22
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/9/2021,-61,-21,-14,-59,-57,24
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/10/2021,-57,-18,-20,-58,-54,23
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/11/2021,-58,-11,-23,-56,-55,23
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/12/2021,-57,-10,-18,-53,-53,23
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/13/2021,-62,-9,-16,-48,-27,14
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/14/2021,-64,-19,1,-46,-27,11
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/15/2021,-51,-16,6,-53,-57,20
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/16/2021,-52,-12,-22,-53,-57,22
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/17/2021,-52,-18,-8,-55,-56,22
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/18/2021,-53,-11,14,-54,-56,22
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/19/2021,-53,-11,21,-50,-56,22
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/20/2021,-58,-14,64,-42,-24,13
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/21/2021,-60,-22,75,-42,-24,10
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/22/2021,-51,-17,-9,-54,-52,20
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/23/2021,-48,-10,30,-52,-52,20
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/24/2021,-48,-15,31,-53,-52,21
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/25/2021,-51,-8,4,-52,-51,21
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/26/2021,-49,-6,94,-46,-50,20
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/27/2021,-56,-11,57,-41,-21,12
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,2/28/2021,-57,-15,54,-39,-20,10
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/1/2021,-47,-13,-2,-51,-51,19
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/2/2021,-48,-11,4,-52,-52,20
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/3/2021,-52,-19,-25,-53,-51,21
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/4/2021,-51,-7,-12,-52,-51,21
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/5/2021,-50,-7,6,-48,-49,20
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/6/2021,-56,-12,11,-43,-22,13
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/7/2021,-57,-16,48,-42,-21,10
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/8/2021,-43,-4,18,-45,-48,17
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/9/2021,-44,-4,49,-45,-47,17
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/10/2021,-51,-14,-35,-48,-47,19
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/11/2021,-49,-1,0,-44,-46,18
Havering,GB,United Kingdom,Greater London,London Borough of Havering,,GB-HAV,,ChIJ1bfreqq72EcRUGjsoi2uDgQ,3/12/2021,-49,1,8,-39,-45,17
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/15/2020,-10,-2,-33,-3,-2,2
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/16/2020,-9,-5,-44,0,-3,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/17/2020,5,4,4,-2,-16,2
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/18/2020,2,0,-8,-2,-14,3
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/19/2020,1,-1,-17,-4,-15,3
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/20/2020,-2,1,-23,0,-16,4
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/21/2020,-1,4,0,-3,-16,3
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/22/2020,-5,1,12,-3,-1,0
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/23/2020,-6,-1,-6,0,0,0
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/24/2020,-6,3,-10,-2,-1,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/25/2020,-3,6,-10,0,2,0
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/26/2020,-2,4,2,-2,3,0
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/27/2020,-3,3,-1,-1,1,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/28/2020,-4,4,-10,-1,0,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,2/29/2020,-1,5,-15,-2,0,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/1/2020,2,6,23,-1,0,-1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/2/2020,-1,8,2,-9,2,0
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/3/2020,-3,8,1,-9,2,0
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/4/2020,-2,9,-6,-10,2,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/5/2020,-8,9,-23,-10,0,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/6/2020,-1,14,16,-10,2,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/7/2020,-3,10,7,-14,2,0
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/8/2020,-4,7,17,-12,1,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/9/2020,-4,13,3,-17,-1,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/10/2020,-5,15,-7,-17,0,1
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/11/2020,-1,13,32,-20,-1,2
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/12/2020,-3,23,-3,-17,-3,2
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/13/2020,-8,22,3,-22,-5,4
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/14/2020,-12,16,2,-22,-2,3
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/15/2020,-18,8,-15,-23,-6,3
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/16/2020,-5,29,39,-24,-12,5
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/17/2020,-13,31,-2,-27,-19,9
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/18/2020,-13,46,11,-36,-26,12
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/19/2020,-16,52,-23,-41,-32,14
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/20/2020,-29,20,-2,-47,-33,16
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/21/2020,-46,-1,30,-49,-25,13
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/22/2020,-55,-18,39,-56,-30,11
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/23/2020,-44,-7,19,-62,-52,21
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/24/2020,-69,-20,11,-64,-62,27
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/25/2020,-71,-26,19,-70,-67,29
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/26/2020,-72,-26,19,-72,-69,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/27/2020,-75,-30,-2,-75,-69,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/28/2020,-80,-41,-18,-76,-58,21
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/29/2020,-84,-50,-35,-80,-58,17
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/30/2020,-75,-32,-16,-81,-72,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,3/31/2020,-74,-32,2,-80,-73,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/1/2020,-77,-34,1,-82,-73,32
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/2/2020,-76,-32,11,-83,-74,32
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/3/2020,-76,-32,17,-83,-72,32
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/4/2020,-79,-39,26,-82,-59,21
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/5/2020,-80,-45,29,-84,-58,17
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/6/2020,-74,-32,11,-86,-74,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/7/2020,-77,-33,29,-84,-73,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/8/2020,-77,-30,26,-84,-73,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/9/2020,-75,-24,34,-84,-74,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/10/2020,-81,-37,32,-87,-83,36
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/11/2020,-81,-38,22,-86,-61,21
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/12/2020,-89,-70,13,-87,-61,18
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/13/2020,-80,-41,24,-89,-85,35
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/14/2020,-75,-30,33,-84,-72,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/15/2020,-75,-31,49,-84,-72,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/16/2020,-75,-30,44,-85,-72,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/17/2020,-78,-34,-9,-85,-71,32
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/18/2020,-80,-39,17,-86,-55,21
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/19/2020,-81,-45,65,-87,-53,16
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/20/2020,-74,-32,60,-85,-70,29
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/21/2020,-73,-31,56,-84,-70,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/22/2020,-73,-28,66,-83,-70,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/23/2020,-72,-26,78,-84,-70,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/24/2020,-74,-27,60,-84,-68,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/25/2020,-76,-34,66,-85,-54,20
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/26/2020,-78,-41,87,-86,-53,15
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/27/2020,-71,-30,61,-85,-69,28
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/28/2020,-77,-36,-44,-85,-70,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/29/2020,-74,-30,5,-84,-69,30
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,4/30/2020,-75,-30,-17,-84,-69,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/1/2020,-75,-26,7,-83,-67,31
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/2/2020,-76,-30,81,-83,-51,19
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/3/2020,-79,-40,42,-85,-50,15
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/4/2020,-69,-25,72,-84,-67,27
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/5/2020,-70,-26,66,-82,-68,28
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/6/2020,-71,-23,88,-82,-67,28
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/7/2020,-68,-17,89,-82,-66,28
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/8/2020,-74,-26,108,-84,-79,33
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/9/2020,-75,-30,107,-83,-50,18
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/10/2020,-79,-42,14,-86,-48,15
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/11/2020,-69,-25,26,-83,-65,27
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/12/2020,-67,-24,76,-82,-65,27
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/13/2020,-69,-26,46,-82,-65,28
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/14/2020,-67,-20,86,-81,-65,28
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/15/2020,-68,-21,90,-81,-63,28
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/16/2020,-71,-26,103,-82,-45,17
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/17/2020,-72,-31,131,-83,-42,13
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/18/2020,-63,-18,127,-82,-63,25
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/19/2020,-63,-18,133,-80,-63,25
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/20/2020,-65,-15,144,-80,-63,25
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/21/2020,-64,-13,130,-80,-63,26
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/22/2020,-65,-14,94,-81,-60,26
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/23/2020,-69,-20,77,-80,-41,16
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/24/2020,-70,-27,152,-83,-39,11
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/25/2020,-66,-23,248,-83,-80,27
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/26/2020,-61,-14,137,-80,-62,24
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/27/2020,-63,-14,140,-79,-61,25
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/28/2020,-60,-11,161,-80,-61,24
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/29/2020,-63,-10,146,-79,-59,25
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/30/2020,-66,-15,177,-78,-30,13
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,5/31/2020,-68,-22,188,-81,-30,10
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,6/1/2020,-58,-9,146,-78,-57,22
Hillingdon,GB,United Kingdom,Greater London,London Borough of Hillingdon,,GB-HIL,,ChIJzWR_V5NtdkgRkf7edrEjoRI,6/2/2020,-60,-14,140,-78,-58,22
