Start Date,Duration,city,suburb,city_suburb,count,mean_duration,median_duration,max_duration,11_15,120_,16_20,1_5,21_25,26_30,31_40,41_50,51_60,61_120,6_10,weekend
2020-03-27,323471,580,8638,1682,10900,29.67623853211009,18,4405,1784,222,1715,939,1392,900,760,412,308,668,1800,False
2020-03-28,431251,645,10143,2012,12800,33.691484375,21,4594,1923,394,1862,902,1736,1179,907,609,479,1112,1697,True
2020-03-29,228196,362,5909,971,7242,31.51008008837338,19,2649,1119,154,1094,599,908,654,528,329,243,568,1046,True
2020-03-30,157072,366,5323,1229,6918,22.704827984966755,16,1600,1219,66,1117,744,858,532,400,224,150,252,1356,False
2020-03-31,211375,451,7117,1402,8970,23.564659977703457,17,630,1463,125,1474,878,1203,706,568,323,227,418,1585,False
2020-04-01,254910,442,7142,1509,9093,28.033652259980204,17,9911,1587,156,1448,888,1206,707,511,313,225,466,1586,False
2020-04-02,301041,481,7723,1574,9778,30.78758437308243,18,7054,1644,156,1528,952,1369,788,594,379,294,470,1604,False
2020-04-03,302636,551,8687,1785,11023,27.45495781547673,18,1745,1729,183,1845,982,1435,887,648,414,315,612,1973,False
2020-04-04,874281,1117,17399,3289,21805,40.09543682641596,23,3989,2922,1173,3138,1143,3102,2342,1721,980,727,2159,2398,True
2020-04-05,1229610,1411,22702,4407,28520,43.11395511921459,24,2940,3252,1958,4029,1097,4256,3142,2365,1394,1113,3428,2486,True
2020-04-06,284167,598,8264,1576,10438,27.22427668135658,18,1664,1786,189,1723,881,1397,852,609,365,249,592,1795,False
2020-04-07,424026,692,11723,2075,14490,29.26335403726708,19,828,2336,414,2208,1039,1954,1285,1009,588,442,1040,2175,False
2020-04-08,435917,675,10778,2020,13473,32.3548578638759,19,7679,2207,321,2079,949,1917,1194,880,512,418,931,2065,False
2020-04-09,600716,795,14006,2449,17250,34.82411594202899,20,4102,2606,570,2695,1229,2471,1488,1128,699,496,1394,2474,False
2020-04-10,1154409,1378,21209,4322,26909,42.90047939351147,23,5356,3355,1621,3824,1350,3860,2644,2023,1358,998,3154,2722,False
2020-04-11,1478330,1695,26206,5089,32990,44.81145801758109,24,4080,4011,2280,4328,1593,4721,3275,2588,1614,1374,4103,3103,True
2020-04-12,1256560,1555,23350,4199,29104,43.17482133040132,25,1864,3324,1932,3973,1186,4471,3099,2238,1444,1217,3856,2364,True
2020-04-13,635154,891,14397,2494,17782,35.718929254302104,22,1782,2350,640,2608,1018,2544,1809,1342,870,650,1931,2020,False
2020-04-14,404496,710,11644,2062,14416,28.058823529411764,19,1303,2205,360,2263,1103,2067,1259,963,541,418,967,2270,False
2020-04-15,647459,832,14492,2525,17849,36.27424505574542,20,5725,2676,670,2868,1185,2467,1695,1121,745,546,1335,2541,False
2020-04-16,523717,780,13174,2483,16437,31.862079454888363,19,5287,2600,528,2620,1093,2353,1505,1046,606,487,1158,2441,False
2020-04-17,293491,565,8697,1804,11066,26.521868787276343,17,2906,1909,187,1805,1022,1465,899,596,369,241,508,2065,False
2020-04-18,712365,1043,15931,3075,20049,35.531198563519375,21,4299,2841,809,2889,1280,2866,1903,1489,875,653,1888,2556,True
2020-04-19,1772722,1772,31554,6106,39432,44.956431324812336,25,2968,4464,3024,5516,1436,6064,4356,3148,1883,1627,4832,3082,True
2020-04-20,561295,790,13980,2441,17211,32.61257335425019,19,2215,2731,561,2830,1135,2421,1568,1072,683,530,1164,2516,False
2020-04-21,541673,923,14766,2745,18434,29.384452641857436,20,1118,2941,534,2924,1136,2695,1682,1295,694,585,1311,2637,False
2020-04-22,742747,1061,16845,2960,20866,35.596041407073706,20,8809,3214,790,3315,1396,2924,2025,1347,835,583,1615,2822,False
2020-04-23,864679,1066,19163,3287,23516,36.769816295288315,21,5711,3543,1077,3691,1358,3462,2259,1483,946,681,2007,3009,False
2020-04-24,836353,1033,18532,3479,23044,36.29374240583232,20,4006,3369,1084,3519,1540,3401,2112,1478,880,684,1806,3171,False
2020-04-25,1694017,1652,29818,6055,37525,45.1436908727515,24,3296,4486,2931,5304,1654,5341,3913,2920,1806,1391,4271,3508,True
2020-04-26,1898135,1829,30636,5820,38285,49.579077967872536,26,2934,3973,3788,5064,1393,5587,4031,3027,1883,1627,5021,2891,True
2020-04-27,530121,820,13500,2625,16945,31.284803776925347,19,1756,2613,535,2647,1204,2488,1595,1051,650,422,1125,2615,False
2020-04-28,91589,238,3685,848,4771,19.197023684762105,15,466,927,43,802,527,573,317,225,102,60,113,1082,False
2020-04-29,308658,527,8954,1803,11284,27.353598014888338,17,4294,2053,153,1828,993,1529,942,618,393,255,498,2022,False
2020-04-30,252157,423,7078,1502,9003,28.008108408308342,16,7056,1635,104,1496,850,1178,724,480,255,175,353,1753,False
2020-05-01,412913,658,11550,2281,14489,28.4983780799227,18,6002,2456,304,2316,1218,1941,1216,903,499,340,749,2547,False
2020-05-02,1660744,1859,29676,6261,37796,43.93967615620701,24,5042,4363,2870,5444,1661,5721,3997,3077,1806,1476,4021,3360,True
2020-05-03,1115787,1226,21321,4047,26594,41.95634353613597,23,2785,3420,1724,3732,1154,3993,2806,1970,1247,987,2999,2562,True
2020-05-04,582730,789,14581,2695,18065,32.25740381954055,20,1722,2798,596,2879,1238,2586,1752,1156,640,478,1248,2694,False
2020-05-05,525493,857,14615,2571,18043,29.124480407914426,19,835,2858,566,2917,1241,2542,1742,1182,681,525,1170,2619,False
2020-05-06,837839,1055,18585,3387,23027,36.38506970078603,20,7312,3441,1094,3713,1433,3407,2092,1543,874,657,1698,3075,False
2020-05-07,1061810,1261,21613,4107,26981,39.35398984470553,21,6649,3926,1445,4229,1527,4029,2622,1844,1035,805,2155,3364,False
2020-05-08,2244320,2093,33240,7282,42615,52.66502405256365,25,6003,4558,4622,5593,1722,6135,4599,3525,2083,1660,4685,3433,False
2020-05-09,2710768,2113,37789,7573,47475,57.09885202738283,27,4403,4738,5734,5759,1745,6480,4978,3932,2522,2035,6071,3481,True
2020-05-10,925033,1018,18768,3361,23147,39.963407785026135,23,3490,2887,1332,3274,1226,3273,2291,1801,1149,854,2568,2492,True
2020-05-11,376985,595,10480,2107,13182,28.59846760734335,18,1906,2317,307,2122,1058,1752,1127,808,474,292,671,2254,False
2020-05-12,579832,1031,15512,3089,19632,29.535044824775877,19,802,3203,673,3275,1291,2848,1784,1226,742,531,1212,2847,False
2020-05-13,534789,765,13004,2830,16599,32.21814567142599,19,7753,2735,477,2733,1225,2340,1549,1096,553,367,889,2635,False
2020-05-14,666995,914,16076,3175,20165,33.07686585668237,19,6235,3352,720,3234,1382,2859,1803,1310,720,500,1283,3002,False
2020-05-15,1039723,1178,22351,4394,27923,37.23536152992157,20,5941,4381,1446,4509,1694,3991,2616,1888,1076,708,1872,3742,False
2020-05-16,2009334,1974,35943,7644,45561,44.102060973200764,24,4783,5760,3481,6555,1978,6845,4791,4037,2259,1601,4017,4237,True
2020-05-17,2399773,2164,40671,7794,50629,47.3991783365265,25,3101,5784,4523,7091,1895,7571,5711,4514,2560,1798,4997,4185,True
2020-05-18,1023904,1292,23600,4237,29129,35.15067458546466,20,1818,4532,1398,4726,1706,4244,2768,1894,1112,718,1991,4040,False
2020-05-19,1217111,1528,27853,5297,34678,35.09749697214372,20,1383,5406,1933,5487,1955,5027,3262,2365,1397,897,2391,4558,False
2020-05-20,1802589,1696,34105,6342,42143,42.77315331134471,21,8534,6203,2907,6679,2185,6055,4146,3117,1611,1136,3044,5060,False
2020-05-21,1393006,1526,28596,5499,35621,39.106313691361834,20,7033,5583,1986,5842,2089,5043,3269,2456,1289,909,2484,4671,False
2020-05-22,1344607,1677,28645,5999,36321,37.02009856556813,20,5379,5640,1820,5714,2172,5115,3391,2606,1424,1027,2450,4962,False
2020-05-23,1663737,1827,31849,6455,40131,41.45765119234507,22,4120,5436,2655,5848,2058,5773,4082,3424,1909,1286,3175,4485,True
2020-05-24,2572027,2340,43857,8848,55045,46.72589699336906,24,3377,6500,4609,7837,2105,8292,5973,5065,3018,2036,4992,4618,True
2020-05-25,3328596,2679,53446,9799,65924,50.491414355925,25,2462,7674,6682,9015,2437,9579,7212,5992,3468,2450,6117,5298,False
2020-05-26,1372390,1648,30242,5593,37483,36.613664861403834,21,1321,5516,2256,5878,2185,5379,3731,2749,1490,1028,2604,4667,False
2020-05-27,1451552,1723,30254,5737,37714,38.48841279100599,21,8825,5788,2212,5984,2206,5439,3475,2715,1539,978,2601,4777,False
2020-05-28,1510504,1929,31909,6239,40077,37.690046660179156,20,7870,6230,2242,6266,2313,5784,3896,2850,1398,1021,2778,5299,False
2020-05-29,1782923,2193,35727,7011,44931,39.68135585675814,21,6216,6793,2805,6976,2602,6284,4167,3391,1746,1181,3184,5802,False
2020-05-30,3448129,2740,55517,10775,69032,49.94971897091204,25,4623,7885,6313,9365,2690,10125,7436,6534,3936,2630,6283,5835,True
2020-05-31,2971021,2721,49854,9426,62001,47.91892066256996,25,3019,7212,5592,8496,2517,9046,6643,5800,3387,2264,5792,5252,True
2020-06-01,1382176,1600,30548,5644,37792,36.57324301439458,20,2115,5991,2038,5990,2202,5394,3587,2658,1351,957,2510,5114,False
2020-06-02,1569458,2090,35298,7022,44410,35.34019365007881,20,855,6931,2552,7122,2351,6357,4221,3185,1695,1146,2913,5937,False
2020-06-03,944825,1398,22126,4901,28425,33.23922603342128,19,8348,4715,960,4588,1964,3850,2598,2067,1175,677,1488,4343,False
2020-06-04,798068,1499,20935,4961,27395,29.131885380543896,18,6182,4871,874,4529,2109,3904,2397,1680,777,519,1252,4483,False
2020-06-05,862972,1523,21627,5009,28159,30.646400795482794,18,4686,4928,899,4701,2126,3835,2345,1823,955,643,1323,4581,False
2020-06-06,951884,1400,20622,5271,27293,34.876488476898835,21,4060,3950,999,4055,1649,3768,2617,2620,1477,874,1741,3543,True
2020-06-07,1492200,1786,30327,6484,38597,38.6610358318004,23,3438,5265,1914,5719,1853,5692,4053,3605,2009,1356,3125,4006,True
2020-06-08,815977,1391,22021,5002,28414,28.717428028436686,18,1704,4965,831,4772,1974,4129,2537,1868,908,616,1358,4456,False
2020-06-09,1078438,1833,27546,6489,35868,30.066856250697,19,829,6024,1351,6069,2143,5243,3419,2415,1197,854,1958,5195,False
2020-06-10,447585,943,12581,3210,16734,26.7470419505199,16,7702,3309,300,2869,1472,2177,1340,840,433,251,551,3192,False
2020-06-11,683032,1332,18529,4508,24369,28.02872501949198,17,7192,4612,496,4110,1886,3361,2036,1515,689,436,987,4241,False
2020-06-12,722644,1446,20128,5019,26593,27.17421877937803,17,4530,4785,682,4480,2079,3617,2239,1619,806,472,1146,4668,False
2020-06-13,2789419,2994,49388,11612,63994,43.588758321092605,24,3683,8025,4468,9267,2661,9326,6983,6062,3468,2378,5331,6025,True
2020-06-14,2402231,2341,45040,9241,56622,42.425753240789795,23,3359,7220,3967,8411,2343,8555,6232,5156,2818,1914,4645,5361,True
2020-06-15,1118910,1928,28805,6687,37420,29.901389631213256,19,2084,6443,1246,6440,2424,5580,3444,2586,1167,743,1850,5497,False
2020-06-16,981446,1847,28501,6523,36871,26.618372162404057,18,966,6630,923,6541,2381,5410,3230,2283,1194,684,1788,5807,False
2020-06-17,706937,1308,19921,4921,26150,27.033919694072658,17,8755,5069,470,4599,2006,3542,2090,1558,721,423,944,4728,False
2020-06-18,679142,1383,19344,4580,25307,26.836132295412337,17,5118,4761,495,4277,1942,3662,2156,1426,712,463,1016,4397,False
2020-06-19,1005352,1886,27312,6832,36030,27.903191784623925,18,5834,6539,980,6289,2525,5025,3165,2280,1073,657,1490,6007,False
2020-06-20,2445895,2862,49383,10803,63048,38.794172693820585,22,4733,8918,3336,9904,2970,9591,6781,5645,3245,1915,4201,6542,True
2020-06-21,1556436,2116,34896,7814,44826,34.721723999464594,21,3229,6765,1945,7157,2086,6996,4723,3644,1939,1223,3072,5276,True
2020-06-22,1308488,2186,32941,7204,42331,30.910869103021426,19,1987,7298,1523,7277,2561,6063,3918,2834,1412,908,2167,6370,False
2020-06-23,1390988,2146,36853,8096,47095,29.535789361928018,19,963,8155,1736,7934,2761,6743,4452,3326,1676,1077,2354,6881,False
2020-06-24,1770604,2405,40303,8579,51287,34.52344648741396,19,8690,8912,2263,8345,3015,7247,4693,3630,1843,1169,2758,7412,False
2020-06-25,1873287,2419,40298,8801,51518,36.36179587716914,20,6914,8697,2641,8373,2979,7332,4727,3720,1728,1155,2851,7315,False
2020-06-26,1674631,2582,38886,8733,50201,33.35851875460648,19,4931,8554,2166,8401,2927,6923,4703,3667,1959,1227,2661,7013,False
2020-06-27,1342887,2124,31540,7037,40701,32.99395592245891,20,4284,6577,1556,6740,2340,5856,3924,3194,1700,1088,2331,5395,True
2020-06-28,1372004,2144,32172,7167,41483,33.0738856881132,21,3234,6254,1682,6855,2138,6358,4190,3363,1811,1243,2593,4996,True
2020-06-29,787208,1711,24536,5812,32059,24.554976761595807,17,2388,6034,574,5636,2409,4633,2783,1897,900,526,1209,5458,False
2020-06-30,615727,1611,21086,5383,28080,21.927599715099714,16,1209,5617,400,5046,2266,3813,2244,1591,683,399,804,5217,False
2020-07-01,775496,1616,23219,6141,30976,25.03538223140496,17,5978,5981,564,5568,2366,4266,2536,1773,885,482,1048,5507,False
2020-07-02,659935,1490,20718,5358,27566,23.940179931800042,16,6673,5509,436,4834,2231,3900,2142,1502,658,377,778,5199,False
2020-07-03,988865,1986,27985,6852,36823,26.854547429595634,17,5779,6866,769,6449,2761,5219,3236,2250,1104,651,1305,6213,False
2020-07-04,1164464,2222,31679,7598,41499,28.060049639750357,19,4418,7257,915,7255,2584,6129,3954,3074,1565,1024,1778,5964,True
2020-07-05,1452244,2448,35947,8067,46462,31.25659678877362,20,2901,7529,1523,7741,2336,7227,4678,3719,1993,1323,2679,5714,True
2020-07-06,795294,1683,25154,6348,33185,23.965466325146902,17,1930,6423,517,5873,2589,4656,2774,1909,935,539,1105,5865,False
2020-07-07,696855,1792,23609,6287,31688,21.991132289825803,17,718,6213,450,5593,2543,4472,2665,1790,796,484,890,5792,False
2020-07-08,485793,1214,16510,4309,22033,22.048427358961558,15,7378,4656,206,3787,2034,2844,1625,1115,469,231,495,4571,False
2020-07-09,563969,1472,18936,5363,25771,21.883861705017267,15,5953,5465,228,4630,2347,3310,1977,1286,558,304,572,5094,False
2020-07-10,957704,2128,28356,7147,37631,25.44986845951476,17,6142,7244,606,6592,2780,5402,3294,2363,1022,544,1232,6552,False
2020-07-11,1535743,2628,38665,9276,50569,30.369257845715754,20,3416,8035,1443,8494,2858,7806,5217,4204,2178,1299,2687,6348,True
2020-07-12,1602208,2349,38084,8419,48852,32.79718332923934,21,3368,7690,1897,8123,2510,7488,5025,3938,1935,1278,2937,6031,True
2020-07-13,861794,1879,26566,6362,34807,24.759215100410838,17,2167,6714,652,6113,2672,5016,3003,2082,922,544,1130,5959,False
2020-07-14,763454,1941,25766,6777,34484,22.139368982716622,17,1238,6699,474,6288,2708,4853,2991,1951,800,492,1015,6213,False
2020-07-15,796826,1962,24790,6951,33703,23.642583746254044,16,8565,6533,448,6098,2701,4677,2676,1896,801,458,948,6467,False
2020-07-16,876684,2095,27521,7288,36904,23.755798829395186,17,4104,7204,567,6497,2762,5199,3084,2138,945,601,1090,6817,False
2020-07-17,1244948,2541,34895,8608,46044,27.038224307184432,18,4354,8394,1080,8014,3207,6589,4115,3205,1344,892,1677,7527,False
2020-07-18,1769768,3014,42478,10317,55809,31.711157698579083,20,5270,8962,1842,9319,3032,8693,5750,4506,2261,1420,2911,7113,True
2020-07-19,966001,1796,25480,6203,33479,28.853938289674122,19,3968,5916,845,5700,2141,5021,3177,2297,1107,761,1652,4862,True
2020-07-20,982155,2052,29595,7106,38753,25.343973369803628,17,1994,7302,842,6717,2807,5538,3396,2402,1071,693,1388,6597,False
2020-07-21,922007,2253,29817,7572,39642,23.25833711719893,17,959,7710,639,6867,2820,5762,3410,2450,1016,702,1317,6949,False
2020-07-22,1044859,2365,30598,8035,40998,25.4856090541002,17,8138,7859,817,7413,2967,5820,3558,2412,1078,634,1390,7050,False
2020-07-23,972512,2432,29153,8010,39595,24.561485035989392,17,7603,7838,649,7122,2806,5602,3392,2279,1035,628,1295,6949,False
2020-07-24,1046044,2529,29917,7914,40360,25.917839444995046,17,6487,7762,701,7036,2862,5909,3559,2502,1124,710,1315,6880,False
2020-07-25,595441,1583,17980,4929,24492,24.31165278458272,17,5171,4650,355,4211,2077,3300,1971,1609,735,417,775,4392,True
2020-07-26,962573,1826,25668,6207,33701,28.562149491113022,19,3515,5794,828,5677,2194,5056,3158,2363,1232,769,1611,5019,True
2020-07-27,489856,1360,17254,4960,23574,20.779502842114194,15,1910,4733,247,4054,2255,2993,1736,1151,456,300,590,5059,False
2020-07-28,798589,2168,27519,7468,37155,21.493446373301037,16,1112,7468,460,6557,3174,5128,3029,2007,895,529,1101,6807,False
2020-07-29,1006695,2326,29954,8311,40591,24.800941095316695,17,8712,7985,696,7122,3168,5650,3308,2329,1061,624,1298,7350,False
2020-07-30,1076274,2573,31318,8618,42509,25.318732503705096,17,7170,8017,864,7407,3283,5896,3542,2637,1104,680,1468,7611,False
2020-07-31,1175297,2738,31667,8251,42656,27.552911665416353,17,6058,7911,1118,7040,3183,5899,3597,2814,1321,749,1604,7420,False
2020-08-01,1474593,3005,36479,9386,48870,30.17378759975445,20,4899,7929,1403,8191,2880,7176,4922,3885,1916,1205,2510,6853,True
2020-08-02,1308812,2399,32945,8107,43451,30.121562219511635,20,2766,7029,1326,7358,2554,6290,4438,3278,1664,1007,2432,6075,True
2020-08-03,835929,2214,26916,7183,36313,23.020102993418334,16,1655,7318,522,6254,3050,4811,2928,1933,922,556,1165,6854,False
2020-08-04,880542,2456,29710,8431,40597,21.68982929773136,16,1187,7911,470,7143,3400,5567,3353,2224,981,647,1280,7621,False
2020-08-05,1024876,2700,30753,8700,42153,24.313239864303846,17,9433,8489,684,7384,3338,5868,3494,2304,1062,662,1218,7650,False
2020-08-06,980598,2614,29523,8507,40644,24.126513138470624,16,7501,8051,673,7115,3239,5585,3261,2263,1034,604,1316,7503,False
2020-08-07,1139539,2622,31972,8155,42749,26.656506584949355,17,5574,8304,964,7307,3328,5816,3444,2617,1181,738,1498,7552,False
2020-08-08,1370100,2986,35122,8834,46942,29.18708193089344,19,4374,8081,1272,8083,2950,6663,4458,3442,1803,1045,2182,6963,True
2020-08-09,1302446,2476,33378,8173,44027,29.58289231607877,19,2782,7473,1340,7573,2644,6660,4119,3154,1626,1083,2306,6049,True
2020-08-10,927967,2381,29075,8020,39476,23.50711824906272,16,2193,7800,621,6894,3195,5339,3335,2175,934,660,1261,7262,False
2020-08-11,923715,2596,30703,8787,42086,21.948272584707503,16,1048,8425,594,7398,3406,5714,3505,2375,1050,607,1146,7866,False
2020-08-12,990816,2819,29593,9012,41424,23.918887601390498,16,9157,8064,584,7361,3447,5702,3210,2218,1031,617,1214,7976,False
2020-08-13,748918,2153,24386,7296,33835,22.134417023791933,15,4293,6958,424,5760,3092,4382,2423,1692,692,460,851,7101,False
2020-08-14,640672,1828,22008,6067,29903,21.425007524328663,15,6205,6141,330,5026,2986,3801,2068,1453,631,363,643,6461,False
2020-08-15,755356,1751,22615,6047,30413,24.83661592082333,17,5248,5707,496,5017,2492,4076,2556,1992,992,588,1141,5356,True
2020-08-16,870897,1954,24223,6097,32274,26.984476668525748,18,3394,5966,703,5455,2332,4498,2827,2093,988,656,1463,5293,True
2020-08-17,675142,2054,23023,6574,31651,21.330826830115953,15,2412,6619,354,5489,2886,4138,2245,1530,668,391,704,6627,False
2020-08-18,802854,2484,28035,8355,38874,20.652724185831147,16,1313,8030,420,6794,3417,5181,3004,1980,844,548,1009,7647,False
2020-08-19,385520,1373,14373,4692,20438,18.862902436637636,14,8680,4523,107,3404,2246,2412,1322,750,269,139,319,4947,False
2020-08-20,1046652,2770,30783,8806,42359,24.709081895228877,16,6773,8512,678,7242,3438,5835,3331,2293,1070,619,1318,8023,False
2020-08-21,768587,2379,25463,7239,35081,21.908925059148828,15,4376,7162,394,5893,3286,4526,2633,1781,747,460,928,7271,False
2020-08-22,1177085,2798,32774,8413,43985,26.761054905081277,18,5166,7806,880,7415,3077,6323,4037,3223,1567,982,1910,6765,True
2020-08-23,1019075,2261,27453,7032,36746,27.732950525227235,18,3346,6298,862,5931,2703,5181,3331,2563,1350,814,1807,5906,True
2020-08-24,646278,2278,22347,6593,31218,20.70209494522391,15,1615,6381,337,5159,3142,3929,2188,1539,660,384,762,6737,False
2020-08-25,484005,1878,19220,5623,26721,18.11328168855956,14,1134,5622,136,4561,2949,3227,1730,1139,471,273,533,6080,False
2020-08-26,905593,2610,29489,8563,40662,22.2712360434804,16,8240,8221,468,7078,3575,5433,3151,2113,916,608,1068,8031,False
2020-08-27,456487,1498,16847,5152,23497,19.42745882453079,14,5355,4877,201,3965,2673,2761,1552,954,401,230,421,5462,False
2020-08-28,562993,1928,19861,5579,27368,20.571214557147034,14,4956,5802,274,4478,3052,3202,1856,1222,534,288,583,6077,False
2020-08-29,720654,1830,21028,5802,28660,25.144940683879973,16,4403,5486,449,4662,2527,3770,2301,1647,870,490,1055,5403,True
2020-08-30,1021816,2469,25820,6434,34723,29.427641620827693,19,3348,5865,900,5619,2390,5023,3198,2487,1297,777,1947,5220,True
2020-08-31,1053631,2680,29175,7438,39293,26.814725269131905,18,2484,6715,889,6593,2897,5593,3583,2640,1476,861,1871,6175,False
2020-09-01,746978,2369,25889,7605,35863,20.82865348688063,16,791,7385,461,6064,3363,4576,2784,1794,852,507,913,7164,False
2020-09-02,673618,2101,22344,6924,31369,21.47400299658899,15,9073,6732,354,5305,3175,3838,2140,1336,586,347,707,6849,False
2020-09-03,788141,2027,21652,6773,30452,25.88141993957704,14,7556,6593,283,5169,3129,3610,2049,1281,544,340,601,6853,False
2020-09-04,758051,2375,25653,7521,35549,21.32411600888914,15,5558,7532,396,6047,3342,4412,2607,1691,728,425,797,7572,False
2020-09-05,1146546,2527,31408,8111,42046,27.26884840412881,18,4304,7475,928,7146,3197,5957,3804,2921,1278,895,1756,6689,True
2020-09-06,1083780,2315,29756,7353,39424,27.4903612012987,18,3761,6914,902,6527,2826,5523,3665,2734,1377,905,1874,6177,True
2020-09-07,646501,2104,23105,7285,32494,19.896011571367023,15,2064,7056,269,5704,3042,3979,2397,1501,690,297,698,6861,False
2020-09-08,732686,2370,27001,8398,37769,19.39913685827001,15,1144,8087,290,6653,3402,4761,2766,1819,766,424,749,8052,False
2020-09-09,813277,2424,27513,9025,38962,20.87359478466198,15,6758,8290,348,6756,3655,4984,2843,1906,754,397,699,8330,False
2020-09-10,824900,2478,28316,9013,39807,20.722485994925517,15,7211,8488,351,6994,3459,5198,2938,1895,805,392,801,8486,False
2020-09-11,772174,2526,27223,8159,37908,20.36968449931413,15,4675,7999,394,6469,3739,4729,2617,1766,756,383,812,8244,False
2020-09-12,1275271,2906,34914,9111,46931,27.17331827576655,18,4690,8412,959,7817,3405,6573,4204,3336,1590,933,2002,7700,True
2020-09-13,1366537,2511,35670,8272,46453,29.417626418100014,19,3251,7671,1390,7645,3135,6742,4453,3407,1751,1144,2416,6699,True
2020-09-14,669883,1931,22089,6717,30737,21.794026743013305,15,1930,6363,355,5270,2922,3925,2162,1595,701,329,714,6401,False
2020-09-15,882696,2777,30246,9697,42720,20.6623595505618,16,873,9032,469,7619,3542,5494,3193,2378,911,516,990,8576,False
2020-09-16,941470,2754,30260,9780,42794,22.00004673552367,15,7104,8860,461,7536,3789,5480,3289,2282,887,441,853,8916,False
2020-09-17,878089,2826,29300,9362,41488,21.164891052834555,15,7136,8971,383,7206,3975,5240,2955,2097,820,401,816,8624,False
2020-09-18,914859,2780,29825,8992,41597,21.993388946318245,15,5999,8767,418,6982,3801,5312,3040,2143,833,519,905,8877,False
2020-09-19,1456933,3075,37996,9954,51025,28.553317001469868,19,4600,9052,1279,8566,3378,7209,4795,3707,1856,1160,2259,7764,True
2020-09-20,1369303,2583,35956,8571,47110,29.06607938866483,19,4089,7953,1300,7653,3089,6941,4390,3505,1641,1161,2436,7041,True
2020-09-21,789642,2488,27239,8572,38299,20.617822919658476,15,1550,8231,374,6730,3505,4817,2803,1862,760,416,821,7980,False
2020-09-22,891701,3204,31695,10381,45280,19.69304328621908,15,1056,9512,375,8018,4103,5959,3318,2202,912,521,998,9362,False
2020-09-23,577979,2180,20987,7167,30334,19.05383398167073,14,7383,6858,169,5327,3374,3479,1824,1083,400,178,294,7348,False
2020-09-24,614922,2133,22753,7717,32603,18.86090237094746,14,5979,7351,214,5598,3703,3852,1893,1219,473,242,420,7638,False
2020-09-25,603543,2221,21799,6429,30449,19.821439127721764,14,5476,6564,212,5094,3566,3442,1870,1249,463,266,532,7191,False
2020-09-26,776839,2207,25256,6408,33871,22.935224823595405,16,3191,6582,449,5661,3077,4281,2809,1968,897,582,1100,6465,True
2020-09-27,608219,1556,19828,4942,26326,23.10335789713591,16,3067,4967,371,4178,2531,3542,2079,1507,695,387,803,5266,True
2020-09-28,626814,2093,23432,7241,32766,19.13001281816517,14,1962,7213,262,5489,3425,4074,2071,1317,556,308,542,7509,False
2020-09-29,544536,2063,22426,7099,31588,17.238698239837912,14,686,6948,157,5461,3449,3752,2020,1275,433,235,417,7441,False
2020-09-30,471717,1855,18717,6311,26883,17.547037161031135,13,6979,6144,131,4430,3203,2991,1542,921,293,147,268,6813,False
2020-10-01,656040,2271,23851,7877,33999,19.2958616429895,14,6712,7558,210,5873,3543,4050,2183,1330,524,245,441,8042,False
2020-10-02,188885,874,8531,2639,12044,15.682912653603454,12,5597,2723,58,1749,1818,1063,575,320,129,55,83,3471,False
2020-10-03,477561,1466,15979,4151,21596,22.11340062974625,15,4349,4440,235,3423,2322,2529,1559,1070,498,264,553,4703,True
2020-10-04,158048,518,6544,1587,8649,18.27355763672101,12,2823,1783,89,1253,1331,756,417,290,120,70,164,2376,True
2020-10-05,446084,1711,18170,5502,25383,17.57412441397786,13,1749,5775,149,4128,3000,2745,1470,849,340,177,311,6439,False
2020-10-06,501989,2020,21254,6994,30268,16.58480903924937,13,764,6889,133,4969,3453,3562,1831,1088,394,187,290,7472,False
2020-10-07,637635,2178,23911,7729,33818,18.85489975752558,14,8716,7419,222,5854,3674,3901,2227,1283,508,318,460,7952,False
2020-10-08,508353,1975,20102,6763,28840,17.626664355062413,13,7105,6527,135,4852,3377,3209,1670,1015,377,176,319,7183,False
2020-10-09,545735,1991,20517,6520,29028,18.800296265674522,13,6070,6362,152,4811,3546,3210,1697,1096,442,184,434,7094,False
2020-10-10,804953,2348,24997,7006,34351,23.43317516229513,16,3813,6683,419,5656,3270,4261,2723,2043,986,515,1153,6642,True
2020-10-11,839310,1997,25295,6334,33626,24.960149884018318,17,3163,6223,555,5559,2787,4623,2788,2024,1008,739,1364,5956,True
2020-10-12,348365,1422,14708,4937,21067,16.536051644752458,13,1688,4844,88,3447,2591,2191,1129,664,256,118,164,5575,False
2020-10-13,316096,1393,14218,5047,20658,15.301384451544196,13,786,4852,50,3320,2690,2148,1105,608,218,110,174,5383,False
2020-10-14,530329,1912,20410,6915,29237,18.138967746348804,14,5939,6465,151,4980,3442,3322,1806,1098,384,213,357,7019,False
2020-10-15,514670,2019,20747,7011,29777,17.284145481411826,13,3753,6722,141,4991,3451,3478,1781,999,386,208,294,7326,False
2020-10-16,649910,2295,23650,7484,33429,19.441502886715128,14,6170,7166,256,5621,3676,4060,2103,1342,571,283,542,7809,False
2020-10-17,803254,2155,24688,6839,33682,23.848168161035566,16,4557,6352,466,5684,3241,4399,2753,1997,917,555,1209,6109,True
2020-10-18,775198,1748,23562,5802,31112,24.91636667523785,17,2859,5859,591,5127,2694,4364,2600,1886,908,542,1199,5342,True
